REF_AREA_ID,FINAL_REF_AREA_NAME,CATEGORY,SEX_ID,SEX_NAME,AGE_ID,AGE_NAME,URBANISATION_ID,URBANISATION_NAME,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,GROWTH_RATE_10YR,GROWTH_RATE_10YR2
ASM,American Samoa,Male 15 Years Old Below,M,Male,Y0T14,under 15 years old,_T,Total,5159,5223,5315,5431,5568,5721,5874,6019,6169,6322,6439,6529,6621,6716,6803,6871,6920,6956,6985,7014,7100,7268,7466,7679,7914,8176,8468,8792,9145,9521,9847,10086,10307,10532,10768,11012,11258,11490,11697,11890,11975,11900,11752,11577,11372,11131,10862,10575,10290,10032,9770,9490,9222,8955,8679,8390,8080,7751,7406,7055,6711,6378,6186,6122,-31.64%,-1.03%
ASM,American Samoa,Male 15 to 64 years old,M,Male,Y15T64,15 to 64 years old,_T,Total,4912,5117,5348,5568,5776,5973,6170,6375,6586,6806,7019,7197,7348,7491,7645,7855,8111,8372,8635,8900,9229,9654,10114,10583,11059,11543,12029,12520,13014,13515,13944,14270,14571,14869,15172,15468,15761,16060,16360,16649,16838,16899,16909,16900,16889,16895,16916,16936,16935,16888,16842,16798,16699,16550,16368,16168,15951,15718,15471,15199,14901,14570,14298,14109,-14.75%,-1.32%
ASM,American Samoa,Male 65 years old and over,M,Male,Y_GE65,65 years old and over,_T,Total,244,246,246,247,254,263,276,294,312,324,331,338,346,359,370,381,394,408,429,449,465,485,511,543,577,607,633,662,694,726,747,760,779,796,810,818,818,818,817,821,844,875,909,942,972,997,1014,1030,1040,1039,1047,1070,1094,1123,1151,1180,1209,1233,1257,1282,1309,1341,1388,1454,29.47%,4.76%
ASM,American Samoa,Total Male,M_T,Male,_T,All age ranges or no breakdown by age,_T,Total,10314,10587,10909,11246,11597,11957,12320,12688,13067,13452,13790,14063,14315,14565,14819,15107,15424,15736,16049,16363,16793,17406,18091,18805,19550,20325,21130,21974,22853,23762,24538,25117,25656,26198,26750,27298,27837,28368,28874,29360,29657,29674,29570,29419,29233,29024,28793,28541,28265,27960,27660,27358,27014,26627,26199,25739,25240,24701,24134,23535,22921,22289,21873,21685,-18.56%,-0.86%
ASM,American Samoa,Total 15 Years Old Below,_T,Total,Y0T14,under 15 years old,_T,Total,9833,10015,10247,10516,10820,11151,11483,11808,12140,12473,12698,12796,12869,12946,13036,13154,13276,13364,13431,13495,13673,14020,14433,14867,15333,15840,16394,16999,17657,18370,19014,19517,19979,20450,20936,21431,21921,22384,22803,23198,23382,23242,22951,22597,22173,21676,21125,20545,19978,19480,18964,18394,17846,17302,16750,16180,15585,14966,14326,13672,13025,12390,12019,11880,-31.34%,-1.16%
ASM,American Samoa,Total 15 to 64 years old,_T,Total,Y15T64,15 to 64 years old,_T,Total,9725,10081,10499,10905,11295,11685,12064,12439,12836,13268,13705,14110,14493,14863,15238,15661,16138,16635,17140,17655,18286,19066,19907,20781,21687,22617,23568,24527,25492,26464,27284,27901,28471,29045,29630,30219,30810,31411,32006,32588,32997,33167,33248,33301,33351,33435,33542,33645,33710,33691,33669,33647,33521,33300,33003,32646,32236,31783,31297,30760,30184,29563,29039,28657,-13.94%,-1.32%
ASM,American Samoa,Total 65 years old and over,_T,Total,Y_GE65,65 years old and over,_T,Total,526,529,526,529,541,556,575,602,631,654,672,687,701,719,738,758,784,817,857,895,928,973,1028,1086,1148,1206,1260,1316,1383,1455,1520,1574,1628,1678,1721,1751,1769,1783,1793,1808,1852,1916,1978,2043,2102,2143,2170,2193,2203,2195,2216,2268,2324,2393,2465,2542,2627,2714,2802,2889,2981,3082,3216,3377,41.12%,5.01%
ASM,American Samoa,Total Rural,RUR_T,Total,_T,All age ranges or no breakdown by age,RUR,Rural area,6787,6881,7005,7135,7269,7407,7538,7662,7791,7924,8019,8062,8087,8109,8133,8176,8232,8283,8329,8373,8442,8500,8579,8659,8739,8820,8900,8980,9058,9136,9110,8874,8619,8365,8112,7861,7607,7352,7094,6836,6646,6713,6752,6781,6801,6813,6820,6822,6819,6812,6805,6788,6754,6705,6638,6556,6458,6346,6221,6082,5934,5778,5669,5606,-16.39%,-1.11%
ASM,American Samoa,Total Urban,URB_T,Total,_T,All age ranges or no breakdown by age,URB,Urban area,13298,13745,14267,14814,15387,15984,16584,17186,17817,18472,19056,19531,19976,20420,20879,21397,21966,22533,23099,23672,24444,25559,26788,28076,29429,30843,32321,33862,35474,37152,38708,40118,41459,42809,44176,45540,46893,48226,49509,50758,51584,51611,51425,51160,50825,50441,50017,49561,49072,48554,48044,47522,46937,46290,45579,44812,43990,43117,42203,41239,40255,39257,38604,38308,-17.24%,-0.77%
ASM,American Samoa,Total Population,ALL_T,Total,_T,All age ranges or no breakdown by age,_T,Total,20085,20626,21272,21949,22656,23391,24122,24848,25608,26396,27075,27593,28063,28529,29012,29573,30198,30816,31428,32045,32886,34059,35367,36735,38168,39663,41221,42842,44532,46288,47818,48992,50078,51174,52288,53401,54500,55578,56603,57594,58230,58324,58177,57941,57626,57254,56837,56383,55891,55366,54849,54310,53691,52995,52217,51368,50448,49463,48424,47321,46189,45035,44273,43914,-17.14%,-0.81%
AND,Andorra,Female 15 Years Old Below,F,Female,Y0T14,under 15 years old,_T,Total,1194,1308,1433,1568,1709,1845,2007,2214,2431,2627,2806,2978,3141,3295,3448,3597,3742,3881,4005,4095,4118,4078,4125,4258,4335,4344,4385,4484,4556,4599,4613,4620,4644,4679,4727,4788,4816,4816,4832,4848,4859,4971,5184,5383,5557,5676,5731,5733,5709,5680,5622,5611,5652,5639,5552,5423,5377,5293,5150,5078,5051,5052,5001,4873,-13.58%,-2.56%
AND,Andorra,Female 15 to 64 years old,F,Female,Y15T64,15 to 64 years old,_T,Total,3078,3319,3567,3817,4065,4320,4595,4902,5248,5629,6047,6498,6976,7483,8010,8548,9097,9654,10206,10748,11294,11857,12488,13179,13874,14573,15271,15975,16678,17375,18062,18780,19529,20264,20983,21683,22122,22298,22449,22590,22730,23334,24414,25500,26590,27672,27886,27262,26670,26072,25488,25225,25255,25291,25343,25375,25617,26080,26525,26950,27326,27679,27862,27883,10.25%,0.08%
AND,Andorra,Female 65 years old and over,F,Female,Y_GE65,65 years old and over,_T,Total,397,403,402,398,402,412,425,447,477,511,545,581,618,659,707,763,823,889,963,1050,1146,1249,1343,1432,1535,1653,1786,1938,2113,2304,2505,2684,2841,3002,3165,3335,3517,3699,3879,4055,4223,4364,4479,4595,4705,4799,4776,4638,4485,4313,4102,4059,4220,4394,4578,4759,4919,5083,5268,5474,5707,5942,6175,6428,46.29%,4.10%
AND,Andorra,Total Female,F_T,Female,_T,All age ranges or no breakdown by age,_T,Total,4670,5030,5402,5783,6175,6577,7026,7563,8156,8767,9398,10056,10735,11437,12165,12908,13662,14424,15173,15893,16559,17183,17956,18869,19744,20569,21442,22397,23347,24278,25179,26084,27014,27944,28875,29806,30454,30814,31159,31492,31812,32669,34076,35478,36852,38147,38392,37633,36864,36065,35212,34895,35127,35324,35473,35557,35913,36456,36943,37502,38084,38673,39038,39185,10.93%,0.38%
AND,Andorra,Male 15 Years Old Below,M,Male,Y0T14,under 15 years old,_T,Total,1345,1489,1641,1794,1946,2091,2266,2502,2758,2988,3189,3371,3538,3688,3824,3945,4060,4166,4255,4316,4333,4301,4372,4541,4642,4656,4699,4797,4863,4902,4916,4937,4979,5029,5087,5150,5191,5207,5224,5238,5238,5367,5632,5887,6119,6302,6377,6353,6297,6205,6049,5987,6003,5959,5865,5700,5629,5557,5424,5360,5309,5282,5212,5074,-14.85%,-2.65%
AND,Andorra,Male 15 to 64 years old,M,Male,Y15T64,15 to 64 years old,_T,Total,3183,3442,3708,3987,4284,4593,4931,5327,5775,6260,6790,7362,7975,8627,9310,10009,10714,11419,12117,12807,13486,14163,14822,15469,16132,16804,17554,18388,19232,20070,20897,21683,22431,23170,23893,24598,24946,24934,24914,24887,24864,25495,26781,28092,29414,30725,30833,29758,28705,27661,26618,26119,26167,26181,26193,26216,26537,27171,27781,28388,28983,29534,29800,29806,13.85%,0.02%
AND,Andorra,Male 65 years old and over,M,Male,Y_GE65,65 years old and over,_T,Total,245,255,263,274,287,302,324,353,391,435,484,533,585,642,705,778,857,940,1029,1128,1233,1342,1448,1554,1663,1780,1909,2052,2213,2388,2576,2731,2860,3013,3184,3373,3557,3726,3889,4039,4183,4289,4360,4449,4549,4651,4619,4424,4189,3922,3640,3566,3715,3902,4090,4272,4461,4652,4866,5094,5322,5546,5773,6024,54.38%,4.35%
AND,Andorra,Total Male,M_T,Male,_T,All age ranges or no breakdown by age,_T,Total,4773,5186,5612,6056,6516,6986,7521,8182,8924,9682,10463,11266,12097,12957,13838,14732,15631,16525,17401,18250,19052,19805,20642,21563,22437,23241,24162,25238,26308,27360,28390,29350,30270,31212,32163,33121,33694,33867,34027,34163,34285,35151,36773,38429,40082,41679,41829,40535,39191,37787,36307,35672,35885,36043,36148,36188,36628,37380,38071,38842,39615,40361,40786,40903,13.48%,0.29%
AND,Andorra,Total 15 Years Old Below,_T,Total,Y0T14,under 15 years old,_T,Total,2539,2797,3074,3362,3654,3936,4272,4717,5189,5615,5995,6349,6678,6983,7272,7543,7803,8048,8259,8410,8451,8378,8497,8799,8977,9000,9084,9282,9418,9501,9529,9557,9622,9707,9813,9939,10006,10024,10056,10086,10098,10339,10815,11270,11676,11978,12108,12086,12007,11884,11671,11598,11655,11598,11416,11123,11006,10851,10573,10437,10361,10333,10213,9947,-14.24%,-2.60%
AND,Andorra,Total 15 to 64 years old,_T,Total,Y15T64,15 to 64 years old,_T,Total,6261,6761,7275,7804,8348,8913,9525,10229,11022,11889,12837,13860,14951,16109,17319,18557,19811,21073,22323,23555,24780,26019,27309,28647,30006,31376,32826,34363,35910,37445,38959,40463,41960,43434,44876,46281,47067,47233,47362,47476,47593,48829,51195,53592,56003,58398,58718,57020,55375,53732,52106,51344,51422,51472,51536,51591,52153,53251,54305,55337,56310,57212,57663,57689,12.08%,0.05%
AND,Andorra,Total 65 years old and over,_T,Total,Y_GE65,65 years old and over,_T,Total,643,658,665,672,688,714,748,800,868,945,1028,1113,1202,1301,1412,1541,1680,1828,1992,2177,2379,2590,2791,2986,3198,3433,3695,3991,4326,4693,5081,5414,5701,6014,6348,6708,7073,7426,7768,8093,8406,8652,8839,9044,9254,9450,9395,9062,8673,8235,7742,7625,7936,8297,8668,9032,9380,9735,10134,10568,11030,11488,11948,12452,50.08%,4.22%
AND,Andorra,Total Rural,RUR_T,Total,_T,All age ranges or no breakdown by age,RUR,Rural area,3924,3986,4024,4040,4035,4009,3987,3993,3999,3981,3941,3885,3813,3728,3632,3524,3403,3274,3134,2985,2826,2663,2519,2390,2257,2121,2132,2297,2469,2648,2833,3032,3251,3484,3729,3989,4218,4411,4611,4815,5027,5388,5922,6499,7116,7755,8177,8358,8363,8189,7997,7956,8073,8181,8279,8362,8525,8750,8955,9173,9389,9596,9730,9792,19.69%,0.64%
AND,Andorra,Total Urban,URB_T,Total,_T,All age ranges or no breakdown by age,URB,Urban area,5519,6230,6990,7799,8655,9554,10559,11752,13080,14468,15919,17437,19019,20665,22371,24116,25891,27675,29440,31157,32785,34324,36079,38042,39924,41688,43473,45338,47185,48991,50736,52402,54032,55672,57308,58939,59929,60271,60575,60840,61070,62432,64927,67408,69817,72071,72044,69810,67692,65663,63522,62611,62940,63186,63342,63384,64015,65087,66058,67170,68311,69438,70094,70296,11.25%,0.29%
AND,Andorra,Total Population,ALL_T,Total,_T,All age ranges or no breakdown by age,_T,Total,9443,10216,11014,11839,12690,13563,14546,15745,17079,18449,19860,21322,22832,24393,26003,27640,29294,30949,32574,34142,35611,36987,38598,40432,42181,43809,45605,47635,49654,51639,53569,55434,57283,59156,61037,62928,64147,64682,65186,65655,66097,67820,70849,73907,76933,79826,80221,78168,76055,73852,71519,70567,71013,71367,71621,71746,72540,73837,75013,76343,77700,79034,79824,80088,12.22%,0.33%
AGO,Angola,Female 15 Years Old Below,F,Female,Y0T14,under 15 years old,_T,Total,1103930,1131459,1161788,1192735,1224103,1251547,1273095,1291195,1308505,1330519,1367362,1415215,1464458,1515405,1567728,1620912,1674674,1729874,1787312,1847280,1910285,1976754,2047131,2121336,2199915,2284069,2373734,2465990,2559845,2656202,2754185,2854584,2954771,3054824,3158342,3263741,3370096,3477802,3585015,3693105,3804201,3919726,4041036,4169438,4306964,4453610,4609390,4775138,4951191,5136898,5331989,5535135,5746216,5964778,6188257,6413935,6640280,6866649,7091845,7315375,7536609,7754958,7967519,8173074,37.02%,2.58%
AGO,Angola,Female 15 to 64 years old,F,Female,Y15T64,15 to 64 years old,_T,Total,1482579,1488439,1495377,1500400,1501694,1500676,1497625,1491966,1487255,1489587,1503980,1534639,1583470,1643240,1706904,1772977,1840876,1912925,1989850,2069985,2154503,2242600,2333662,2428359,2524937,2621569,2716791,2810540,2905923,3004283,3105343,3207196,3309929,3416326,3528515,3645844,3767565,3895639,4029215,4167967,4312767,4464476,4623256,4788934,4963193,5144945,5333741,5530950,5735124,5946867,6169643,6403671,6647054,6898273,7156753,7421136,7696742,7984555,8278079,8579775,8881648,9188307,9504961,9829461,42.49%,3.41%
AGO,Angola,Female 65 years old and over,F,Female,Y_GE65,65 years old and over,_T,Total,83720,84496,85523,86339,86793,86716,86021,84765,83241,82014,82004,83094,84513,86104,87806,89527,91231,93023,94967,97082,99358,101813,104483,107199,109968,112982,116236,119504,122966,127020,131680,137281,143602,150616,158766,167797,177538,187995,198893,210341,222343,234882,247899,261266,274863,288211,301249,314086,326686,339204,351898,364644,377474,389887,401361,413729,427553,442131,458116,475404,492732,509019,525740,546123,40.07%,3.88%
AGO,Angola,Total Female,F_T,Female,_T,All age ranges or no breakdown by age,_T,Total,2670229,2704394,2742689,2779473,2812590,2838939,2856740,2867926,2879001,2902120,2953347,3032948,3132441,3244749,3362438,3483416,3606782,3735823,3872130,4014347,4164145,4321167,4485276,4656894,4834820,5018620,5206761,5396035,5588733,5787505,5991207,6199060,6408303,6621767,6845622,7077381,7315200,7561436,7813123,8071413,8339311,8619083,8912191,9219638,9545020,9886765,10244381,10620174,11013001,11422969,11853530,12303450,12770743,13252938,13746371,14248799,14764575,15293335,15828040,16370553,16910989,17452283,17998220,18548657,39.96%,3.06%
AGO,Angola,Male 15 Years Old Below,M,Male,Y0T14,under 15 years old,_T,Total,1158772,1193539,1226593,1260617,1295716,1328306,1357080,1383788,1409416,1436322,1468010,1503538,1540686,1579966,1621129,1663732,1707519,1753401,1802417,1855139,1912334,1974627,2042574,2116033,2195247,2280655,2371615,2465092,2560044,2657422,2756327,2857675,2958820,3059610,3163642,3269455,3375996,3483549,3590524,3698455,3809575,3925440,4047422,4176946,4316064,4464683,4622622,4790673,4969284,5157796,5355913,5562284,5776791,5999145,6226799,6457184,6688858,6920899,7151982,7381433,7608702,7833539,8052910,8264619,37.76%,2.63%
AGO,Angola,Male 15 to 64 years old,M,Male,Y15T64,15 to 64 years old,_T,Total,1446910,1459525,1466609,1472627,1476208,1479105,1481525,1482748,1485528,1494588,1512313,1543915,1593885,1654638,1719049,1784968,1851466,1921400,1995555,2071973,2151435,2233007,2315903,2399555,2482489,2564967,2646245,2723384,2800214,2881051,2964887,3052304,3141833,3229222,3320185,3426827,3546687,3673302,3802885,3933081,4069709,4213809,4365371,4528440,4702505,4884028,5072096,5267933,5470540,5680117,5899472,6129171,6367159,6611895,6862917,7119106,7386634,7666489,7951171,8243578,8535738,8831781,9138264,9454272,42.99%,3.46%
AGO,Angola,Male 65 years old and over,M,Male,Y_GE65,65 years old and over,_T,Total,81284,83875,85509,87110,88684,90231,91701,93042,94258,95355,96031,96649,97720,98877,99880,100598,101014,101270,101488,101759,102132,102655,103399,104225,105145,106379,107952,109545,111270,113520,116217,119653,123550,127669,132582,138591,145468,152858,160331,167804,175467,183255,191155,199317,207537,215482,223241,230904,238698,246791,255272,264207,273600,283025,292249,302633,314679,327904,342341,358024,373057,386171,399593,416654,47.21%,4.27%
AGO,Angola,Total Male,M_T,Male,_T,All age ranges or no breakdown by age,_T,Total,2686966,2736939,2778711,2820354,2860608,2897642,2930305,2959577,2989203,3026265,3076353,3144102,3232291,3333481,3440057,3549297,3659998,3776071,3899460,4028871,4165901,4310289,4461876,4619813,4782882,4952001,5125813,5298022,5471528,5651993,5837431,6029631,6224203,6416502,6616409,6834872,7068150,7309709,7553740,7799340,8054751,8322504,8603948,8904704,9226105,9564193,9917959,10289510,10678522,11084704,11510656,11955662,12417550,12894065,13381965,13878923,14390171,14915293,15445494,15983035,16517497,17051491,17590767,18135546,40.65%,3.10%
AGO,Angola,Total 15 Years Old Below,_T,Total,Y0T14,under 15 years old,_T,Total,2262702,2324998,2388381,2453352,2519819,2579853,2630174,2674983,2717921,2766841,2835372,2918753,3005144,3095371,3188856,3284644,3382193,3483275,3589729,3702420,3822619,3951381,4089705,4237369,4395162,4564724,4745349,4931082,5119888,5313625,5510511,5712258,5913592,6114435,6321984,6533196,6746092,6961351,7175539,7391559,7613776,7845166,8088458,8346384,8623027,8918293,9232012,9565811,9920475,10294694,10687901,11097418,11523006,11963922,12415057,12871118,13329138,13787548,14243826,14696808,15145311,15588496,16020429,16437693,37.39%,2.60%
AGO,Angola,Total 15 to 64 years old,_T,Total,Y15T64,15 to 64 years old,_T,Total,2929489,2947964,2961986,2973027,2977902,2979781,2979149,2974713,2972783,2984176,3016293,3078554,3177354,3297878,3425952,3557944,3692342,3834326,3985406,4141958,4305938,4475608,4649566,4827914,5007427,5186536,5363036,5533925,5706137,5885334,6070230,6259500,6451763,6645549,6848699,7072670,7314252,7568942,7832100,8101048,8382476,8678285,8988627,9317374,9665698,10028973,10405837,10798883,11205663,11626985,12069114,12532842,13014212,13510168,14019670,14540242,15083377,15651045,16229250,16823353,17417386,18020088,18643225,19283732,42.73%,3.44%
AGO,Angola,Total 65 years old and over,_T,Total,Y_GE65,65 years old and over,_T,Total,165004,168371,171032,173448,175477,176948,177721,177807,177499,177369,178035,179742,182233,184981,187686,190124,192245,194294,196455,198841,201490,204468,207882,211424,215113,219361,224189,229050,234236,240540,247897,256933,267153,278286,291348,306387,323006,340854,359225,378146,397810,418137,439054,460583,482399,503693,524490,544990,565384,585995,607169,628850,651074,672911,693611,716362,742232,770035,800457,833428,865789,895190,925334,962777,43.08%,4.05%
AGO,Angola,Total Rural,RUR_T,Total,_T,All age ranges or no breakdown by age,RUR,Rural area,4798172,4853778,4902782,4948903,4989125,5019280,5036754,5044228,5050645,5072564,5127838,5211453,5317415,5439538,5564304,5687496,5806739,5927787,6052359,6177835,6306012,6435873,6566136,6695834,6822317,6945734,7063038,7167371,7261836,7352051,7435009,7510862,7574578,7625954,7673358,7767350,7861076,7952345,8035333,8110431,8182768,8254958,8326997,8401539,8479480,8558422,8717389,8881597,9049269,9220494,9396374,9575556,9755929,9935338,10110460,10281807,10452268,10621656,10784991,10942954,11089900,11227528,11359649,11486557,15.61%,1.12%
